StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,79,1,2025-12-09 01:07:10,P1233,preview,EN,,3,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,89,1,2025-12-09 01:07:10,P6042,preview,EN,,1,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,104,1,2025-12-09 01:07:10,P5074,preview,EN,,1,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,124,1,2025-12-09 01:07:10,P5560,preview,EN,,3,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,630,1,2025-12-09 01:07:10,P5100,preview,EN,,1,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,112,1,2025-12-09 01:07:10,P6027,preview,EN,,1,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,119,1,2025-12-09 01:07:10,P2339,preview,EN,,1,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,120,1,2025-12-09 01:07:10,P2668,preview,EN,,2,,,,,,,,,,,,,,,,,,
2021-09-01 18:29:50,2021-09-01 18:29:50,2,100,93,1,2025-12-09 01:07:10,P7984,preview,EN,,1,,,,,,,,,,,,,,,,,,
2025-12-09 02:25:57,2025-12-09 02:26:54,1,100,56,1,2025-12-09 02:26:54,P1920,preview,EN,1,,,,,,,,,,,,,,,,,,,
2025-12-11 02:08:41,2025-12-11 02:12:24,1,100,222,1,2025-12-11 02:12:24,P5349,preview,EN,1,2,2,4,"1,2,4,7",4,4,"1,2,3,6,8",3,3,4,1,1,1,,4,,,,
2025-12-11 19:44:20,2025-12-11 19:47:02,0,100,161,1,2025-12-11 19:47:02,P9312,anonymous,EN,1,,,,,,,,,,,,,,,,,,,
2025-12-11 19:49:24,2025-12-11 19:53:28,0,100,243,1,2025-12-11 19:53:28,P3911,anonymous,EN,1,3,2,2,"1,2,3,5,6,8",3,4,"1,2,3,5,6,9",2,"1,2,3","1,2,4",3,2,2,3,1,1,1,,
2025-12-12 17:17:02,2025-12-12 17:46:58,0,100,1795,1,2025-12-12 17:46:58,P5375,anonymous,EN,1,4,3,3,"1,2,6,7",3,3,"1,3,4,5,6,7",4,"1,2,3",1,3,"1,2",2,3,1,1,3,It really helped the most when it came to creating problems that were similar to the midterm questions and even helped with the homework questions. ,Have it just answer your questions and turning it in without really understanding the question or even questioning if the answer is wrong. But if you ask to give you similar questions and then try the question and see if you answer is right and if not then ask to give hints before even getting your answer
2025-12-12 17:51:56,2025-12-12 17:55:50,0,100,234,1,2025-12-12 17:55:50,P6163,anonymous,EN,1,3,4,4,"1,2,3,4,6,7,8,9",5,4,"1,2,3,6,8",4,"1,2,3","1,2,3,4",2,"1,2,3,4",1,5,2,3,3,,
2025-12-12 17:55:46,2025-12-12 18:00:15,0,100,269,1,2025-12-12 18:00:15,P9785,anonymous,EN,1,4,4,4,"1,2,5,7,9",1,5,9,1,4,2,3,3,1,4,4,1,1,I asked to explain the concept of some difficult topics,I believe as long as you do the brunt of the work it should be ok 
2025-12-12 18:09:31,2025-12-12 18:18:27,0,100,536,1,2025-12-12 18:18:28,P8175,anonymous,EN,1,3,3,3,"1,3,5,6,7",2,3,9,1,4,5,1,1,1,3,4,2,2,did not use,"Acceptable: using it to check coursework for understanding and other concepts. Creating study materials

Unacceptable: Straight copying solutions without trying to understand it"
2025-12-12 18:30:47,2025-12-12 18:34:00,0,100,192,1,2025-12-12 18:34:01,P5740,anonymous,EN,1,4,4,3,"1,2,3",3,3,"3,6,9",2,"1,2,3","1,2,3,4",3,"1,3",3,2,1,1,1,during homework assignments,whenever the professor says not to use it
2025-12-12 18:30:09,2025-12-12 18:50:58,0,100,1249,1,2025-12-12 18:50:59,P3326,anonymous,EN,0.5,3,3,4,"1,2,3,5,6,7",1,2,"1,3,6",2,3,"2,4",4,"1,3",3,3,4,1,3,"While not specifically the TA, but chatgpt, in the beginning of the semester I had a hard time remembering linear algebra so I had asked it to give me a basic step by step problem so I could refresh myself. I also asked it to link me videos that could help me. I firmly feel that my performance improved because of that alone.",It's pretty straightforward as the honor is in place for that very reason. When it comes to fixing work/troubleshooting I believe that's completely acceptable as it makes use of tools at our disposal. If something ever felt wrong I asked myself to think of the teachers position and adjust accordingly.
2025-12-12 19:42:05,2025-12-12 19:46:21,0,100,256,1,2025-12-12 19:46:21,P7355,anonymous,EN,1,3,4,4,"1,3,7",3,3,"2,6,7,8",2,"1,2,3","1,2",1,3,3,3,2,3,1,"For me, a virtual TA helped clarify many topics. Because a lot of the issues seemed abstract, it gave me a visual aid to help me understand.",I believe that doing the work completely is unacceptable. A push forward in the right direction help setting up variables and clarification on solutions is valid
2025-12-12 19:39:56,2025-12-12 20:17:43,0,100,2266,1,2025-12-12 20:17:43,P8984,anonymous,EN,1,4,5,5,"1,2,3,5,7,8,9",4,3,"1,3",2,"1,2",2,1,4,4,3,1,3,3,"This class has a lot of content pertaining to Math 024. And when doing problems in class or homework can make it hard to understand the physics behind it and seem more like math 024 review. Using the TA AI to very the scenario in a physical sense, which allows me to make drawings to start the problem which is the hardest part in my opinion. The hardest part about the class is the concepts rather the math and the use of AI helped address how the system works conceptually

Although AI can explain too much which kind does a few steps for you rather than only answering 1 question. it can definitely be a tool that can affect how people learn as it may answer too much or all of it depending on how driven the student is.","Using AI is acceptable in terms of using it to confirm concepts and walk students through the basic process, as well as correcting grammar and spelling mistakes. It depends on students to hold themselves accountable in terms of taking the time to learn.

AI can be very detrimental in the sense students use it to think for themselves, even when using it to solve a problem and not taking the time at the very least to identify and note down how the solution was derived. 

The biggest challenge of using AI is it being very easy to do tasks for you, especially in engineering when critical thinking is important. Students perhaps not asking the right questions when using AI, which can walk the student step by step but not allow the student to fully complete the problem on their own. In other words knowing how to navigate AI properly and in a manner that will still allow me to think for myself is the biggest challenge."
2025-12-12 21:25:55,2025-12-12 21:34:20,0,100,505,1,2025-12-12 21:34:21,P4846,anonymous,EN,1,4,4,4,"1,2,3,6,7",3,3,"1,6,7,8",3,2,"1,2,3",3,"1,2",2,3,,3,3,helping debug errors that the code was reciving was very helpful and time saving while still understanding where and why the problem occoured.,blindly trusting it is bad but there is also benefits. I try to follow the train of logic and equations that the chatbot used instead of blindly trusting the numbers and see if I understand what it does and if the solutions make sense when reporduced manually.
2025-12-12 21:08:38,2025-12-12 23:18:37,0,100,7799,1,2025-12-12 23:18:38,P9351,anonymous,EN,1,2,2,2,"5,8",3,2,1,2,4,5,1,,4,5,4,3,3,Chat gpt overall is not great at giving context or backing to concepts that are complex. diagrams are also something that cant really be produced by it and this subject is reliant on things like this. when you ask chat to give you equations with a physical meaning it struggles.,"If its right or not, the reason is because being exposed to a concept that you have no physical reasoning in makes it taint your knowledge that is important to get right at the start. "
2025-12-12 23:51:55,2025-12-13 00:07:36,0,100,940,1,2025-12-13 00:07:36,P2121,anonymous,EN,1,5,3,4,"1,2,3",4,3,"1,2,3,4,8",1,1,"1,2,3",3,"1,2,3",4,2,1,3,1,,"Acceptable use of AI tools is improving and building on what was learned, versus what is unacceptable is simply skipping class, not learning the material, and copy pasting what the AI did for you."
2025-12-12 23:57:20,2025-12-13 00:31:15,0,100,2035,1,2025-12-13 00:31:15,P2162,anonymous,EN,1,3,4,4,"1,2,3,6,7",2,1,"2,3,6",3,2,"1,2,4",2,"1,2,4",2,3,1,1,1,It helped with walking me through processes that I wasn’t fully understanding. Sometimes it was hard to refer back to the notes because some of the later processes are more difficult to follow.,"I feel like its depends on the course structure, as well as the individual student. Sometimes it may feel like topics may become challenging and students sometimes need a helping hand since they’re juggling other difficult topics on top of this one. That doesn’t mean that students should fully depend on using these tools for getting through the course, but rather as a tool to help students learn when things are getting difficult."
2025-12-13 00:09:36,2025-12-13 00:32:30,0,100,1373,1,2025-12-13 00:32:30,P4294,anonymous,EN,1,4,3,3,"1,2,3",3,3,"1,7,9",2,2,2,1,4,2,3,1,1,1,It was good to review the idea of the class when it started to feel like one big blob.,Would I ask an actual human this.
2025-12-13 00:47:48,2025-12-13 00:57:05,0,100,556,1,2025-12-13 00:57:05,P7875,anonymous,EN,1,3,5,4,"1,2,3,6,7",3,2,"1,3,8",3,"1,2,3","1,2,3,4",1,"1,3",2,5,4,1,1,"I was having a lot of trouble understanding exactly how mode shapes worked, but after some tinkering with the TA, I was able to better understand the concept, which definitely set me up for success with the midterm.","Using AI to simply complete assigned work without making an effort to understand the process will only harm yourself. There were definitely times where I felt compelled to do so, due to some procrastination on my end, but I knew that if I didn't make an effort to understand it myself, I would be all the worse for it in the future. This was proved to me by my performance on midterm 2."
2025-12-13 00:56:06,2025-12-13 01:00:03,0,100,237,1,2025-12-13 01:00:04,P7858,anonymous,EN,1,4,4,4,"3,5,7,8",3,3,"2,4,6",4,"1,2,3","2,3",4,3,3,5,4,3,1,"I think one scenario where it had helped me alot was learning how to do matrixes again. As I was very rusty at doing them, and it was able to provide me step by step solutions and deep explanations while I was learning.",What made something accepetable or unacceptable depended on how much personal work was inputted into making the solution
2025-12-13 00:48:03,2025-12-13 01:46:42,0,100,3519,1,2025-12-13 01:46:43,P4735,anonymous,EN,1,2,3,3,"1,3,8",3,1,"1,3,6,9",3,"1,2,3","1,2,3,4",1,"1,4",2,4,4,1,1,"I recall using the TA to clarify the 2-DOF analysis during review for midterm 2.  I asked specific questions clarifying what some terms meant, along with double checking that my EOM's made sense.","I choose to use AI when I feel like there is nowhere else to turn.  It is my last resort.  That being said, When I use AI I tend to use the steps to help guide my thought process and make sure I apply the process to my calculations rather than blindly trusting the AI to be correct.  "
2025-12-13 01:40:36,2025-12-13 01:55:07,0,100,870,1,2025-12-13 01:55:07,P2114,anonymous,EN,1,3,4,5,"1,2,3",3,2,"1,9",2,2,2,4,3,4,3,1,1,1,"When going from SDF to MDF to Continuous I asked it if the steps were similar to solve. It explained that the process was the same for all the methods, it just required different math skills to solve them. Overall it helped me understand that if we are proficient with SDF we have the skills to solve continuous structures.","It is acceptable to use AI to help me learn a tough concept but if I let it do the work for me and I don't understand it that is unacceptable. If it does the problem a different way I need to know that it is an acceptable way to do it, I would check with the instructor to ensure that it is doing it right."
2025-12-12 18:22:58,2025-12-13 13:33:54,0,100,69056,1,2025-12-13 13:33:55,P3410,anonymous,EN,1,3,3,3,"1,2,5",3,2,"2,6",4,"1,2","1,2",1,1,1,3,4,3,1,"What helped was having a 24/7 constant help, as I did not have much time for office hours with the classes, and working hours. This Chat bot made it easier for me to work on the homework fail, then have the Virtual TA explain my failures to help me learn the material more. ","How I decide what is unacceptable is by thinking about when I actually get a job, will I know the actual material or not because I decided to use AI to get me through a core engineering class. That is how I decided when going about this class, and just used the Virtual TA as a way to learn when I could not attend Office Hours. "
2025-12-13 13:31:43,2025-12-13 13:48:49,0,100,1026,1,2025-12-13 13:48:50,P5683,anonymous,EN,1,5,4,4,"1,2,3,6,7",4,4,"3,4,6",5,"1,2,3","1,2,4",1,"1,4",2,2,1,1,1,The Virtual TA helped me significantly before Midterm 1 to understand the concepts and also explain the thought process on what to analyze and construct when solving problems. I asked how to analyze which equations i needed and explain the thought process because sometimes my struggle was knowing how to get started. It clearly helped me understand the concepts of the course and helped me develop a stronger point of thinking.,Personally I believe if you use AI to forge work for you then their is no benefit to learning anything. I think AI should be used to grow someone's knowledge while also increasing the knowledge of AI. AI is tool that only develops with more knowledge we show. 
2025-12-13 13:30:02,2025-12-13 14:02:41,0,100,1959,1,2025-12-13 14:02:42,P6030,anonymous,EN,1,3,3,3,"1,3,6,7",3,3,"1,3,5,6,7,9",4,"1,2,3","2,3",2,"1,2,3,4",3,4,4,3,3,"One moment when the Virtual TA really helped my learning was during a beam vibration homework problem. I was confused about what the governing equation actually meant and how the math related to the physical motion of the beam. I asked for help breaking down the problem, and the response explained each term in the equation and how it connected to the beam’s behavior.

This helped me understand the concept instead of just following steps. After that, I was able to approach similar problems on my own and study more effectively because the ideas made sense, not just the calculations.","I decide whether using AI tools is acceptable based on whether it helps me understand the material or replaces my own thinking. I use AI as a learning aid to explain concepts, walk through problem-solving steps, or clarify why something works, but not to copy answers or submit work I don’t understand. If I can explain the solution on my own afterward, I consider that an acceptable use.

One challenge I faced was knowing where to draw the line, especially when I was stuck or short on time. It can be tempting to rely too much on AI for complete solutions, but I realized that doing so hurts my learning and exam performance. Setting the rule that I must fully understand and be able to redo the work myself helped me use AI responsibly and effectively."
2025-12-13 16:21:03,2025-12-13 16:37:47,0,100,1004,1,2025-12-13 16:37:48,P5048,anonymous,EN,1,2,1,3,"1,2",3,4,"1,3,4,6",3,"1,3","1,2",2,1,3,2,1,1,1,I used the virtual TA when getting stuck doing my homework for MDOF systems. It really helped me derive the correct equations and use the matrix method to solve for the natural frequencies and response equation. ,I think that using the virtual TA for checking HW and for guidance on it is fine and actually really useful.  
2025-12-13 17:33:33,2025-12-13 17:44:01,0,100,627,1,2025-12-13 17:44:01,P2762,anonymous,EN,1,2,1,2,"1,8",2,1,1,3,"1,3","1,2,3,4",1,"1,3",4,3,1,1,1,"One time using the virtual TA significantly helped my learning was near the beginning of the semester when I didn't fully understand some of the symbols and equations used during the lecture. After asking the TA about some of the parts I didn't understand, I was able to better understand what the symbols meant as well as how to read and use the equations. ",I personally consider using AI tools to better understand coursework such as more in depth or specific explanations of concepts as an acceptable use of them. What I don't consider an acceptable use of AI is using AI to complete assignments for me when it can be done by hand or self made code since I feel like it takes some of the learning out of it and decreases my ability to understand the topic.
2025-12-13 14:03:10,2025-12-13 18:38:10,0,100,16500,1,2025-12-13 18:38:11,P8341,anonymous,EN,1,5,4,4,"1,2,3,7,8",4,4,"4,6,8",4,"1,3","1,4",1,"1,4",3,2,1,1,1,It helped me with understanding complex problems like modal analysis and using Multiple Degree of Freedom matrices. It broke down what equations to use and what assumptions to take when analyze a problem. It really breaks down when you are stuck and helps show where you went wrong when taking a first attempt at a problem and correcting any mistakes I make when taking on new problems.,AI should be use to facilitate your growth rather than force work that is not original. Forcing AI to do the work has no teaching ability and doesn't also help the AI model learn more and be able to use for other iterations. I made sure not to use the virtual TA for exams because it would signify cheating. I only used it to fix any hiccups in code I would have because I am not always clear on how to find the solution.
2025-12-13 19:29:48,2025-12-13 19:38:39,0,100,531,1,2025-12-13 19:38:40,P4730,anonymous,EN,1,4,3,2,"1,3,5,6,7",1,5,9,1,2,2,1,4,3,4,1,3,3,"I mostly used the Virtual TA in coding related assignments. I used it to identify problems within my code. It did not always help since it wouldn't always output correct information or code. I think that it mostly failed at code logic tasks, that I would then go to google for help. ",I think that just asking any AI to fully do your homework or assignment without fully understanding what is happening is unacceptable use of AI. I think that AI should be used like a calculator to cut out simple work. 
2025-12-13 20:54:54,2025-12-13 20:57:11,0,100,137,1,2025-12-13 20:57:11,P8457,anonymous,EN,1,5,4,4,"1,5,6,7,8,9",2,5,"1,9",2,4,2,3,1,4,3,4,1,1,,
2025-12-13 23:02:13,2025-12-13 23:19:55,0,100,1062,1,2025-12-13 23:19:56,P9738,anonymous,EN,1,2,3,3,"1,3",3,3,"1,3,6,9",2,"1,2",2,3,4,2,4,4,3,1,Not class related but I use AI a lot for when im working on my own projects and I need some quick sample code to run through my microcontroller to test some parts. Its great but when trouble shooting its terrible.,having it do your homework is not okay
2025-12-14 00:31:08,2025-12-14 00:38:59,0,100,470,1,2025-12-14 00:39:00,P7823,anonymous,EN,1,3,5,4,"1,2",2,2,"1,2,4,6,7,9",4,"1,2,3",2,5,3,4,2,1,1,1,I was studying for my first midterm. I was having a hard time grasping the idea of blocks attached to a spring and how adding another spring and box affected the oscillation and how to math it out,"I used it a lot to understand and complete homework. It saved me tons of time. But when it comes to midterms it's not an asset since I'm testing how well i can answer the question, not how well i can get ai help to complete it."
2025-12-14 00:39:12,2025-12-14 00:40:34,0,100,82,1,2025-12-14 00:40:34,P5182,anonymous,EN,1,1,1,1,1,1,5,9,1,3,5,5,4,4,1,4,2,1,,
2025-12-14 04:31:55,2025-12-14 04:36:05,0,100,250,1,2025-12-14 04:36:06,P3373,anonymous,EN,1,2,2,3,"1,2,3,7",2,2,"1,2,3",3,1,"1,2,3",3,1,2,3,1,1,1,Virtual TA help me understand lectures and review notes.,"checking work, i think, is acceptable. Simply copying answers is unacceptable."
2025-12-14 10:25:14,2025-12-14 10:27:44,0,100,149,1,2025-12-14 10:27:44,P1343,anonymous,EN,1,2,4,1,"1,2,7",1,,,1,4,5,,,4,3,,3,3,,Acceptable if learning concepts and for generating more practice problems. Not acceptable for creating solutions and for relying entirely on it. 
2025-12-14 12:20:52,2025-12-14 12:28:10,0,100,438,1,2025-12-14 12:28:11,P6877,anonymous,EN,1,3,3,3,"1,2,3,6,7",3,3,"1,6,9",2,2,2,1,4,2,2,4,3,1,I used it to help break down a problem and clarify what it was asking for. I received a thorough explanation.,It is unacceptable when it negatively impacts my learning or when it gives me an unfair advantage.
2025-12-14 12:22:23,2025-12-14 12:28:32,0,100,368,1,2025-12-14 12:28:32,P1974,anonymous,EN,1,3,5,3,"1,6,7",3,1,"1,4,6,7",3,"2,3",3,2,2,2,4,1,1,1,I had a question on the midterm practice.  I asked it to help me solve it and give the necessary equations needed to solve the problem.  It helped me and provided the equations needed.,"I think it is mostly acceptable in multiple cases, but it's not acceptable when used on an exam."
2025-12-14 12:27:10,2025-12-14 12:33:35,0,100,385,1,2025-12-14 12:33:36,P3026,anonymous,EN,1,3,2,2,"1,6",2,2,"1,4",2,1,5,1,4,4,4,1,3,1,"I mainly used it to better my understanding of the core subjects in this course. Primarily using it to simplify and actually intellectually understand the material, rather than just memorizing the steps.","I think it's okay to reference with AI, especially if you are asking a question or clarifying concerns. However, on the other hand, I also disagree with relying 100% on AI. "
2025-12-14 14:04:58,2025-12-14 14:13:06,0,100,487,1,2025-12-14 14:13:06,P8093,anonymous,EN,0.8999999761581421,3,2,4,"1,2,3,5,6,7",1,5,"1,6,7",1,4,2,1,2,3,3,1,1,1,"I’m not too familiar and didn’t utilize the course chat bot, but I would utilize copilot to go in depth with course material",I make sure the answer makes sense based on course material
2025-12-14 15:53:08,2025-12-14 15:55:40,0,100,152,1,2025-12-14 15:55:40,P8982,anonymous,EN,1,3,3,3,"1,2,7,9",2,5,"2,3,9",3,1,"1,2,4",2,1,1,3,1,1,1,,
2025-12-14 15:54:13,2025-12-14 15:58:59,0,100,286,1,2025-12-14 15:59:00,P1127,anonymous,EN,1,2,3,3,"1,3,6",3,3,"1,3,6",4,"1,2",2,1,"2,4",1,3,4,3,1,Debugging code was the most helpful with the TA. Otherwise it would've taken froever to debug. Times I used it that were confusing was deriving equations however. Sometimes it would only show the final derived product with no work,"I went off if it was ok just based off what the professor said and I always used it after attempting it myself, I never used it as the first option"
2025-12-14 16:17:51,2025-12-14 16:22:24,0,100,273,1,2025-12-14 16:22:25,P3259,anonymous,EN,1,3,4,4,"1,3,5,6,7",4,3,"1,2,3,4,6,7",3,"1,3","1,2,3,4",1,2,2,4,1,1,1,"During the first few weeks of lecture, the Virtual TA would help me understand the early homework assignments, which helped my understanding going forward.",I try only to use the Virtual TA to explain problems and answers not to solve the problem entirely.
2025-12-14 17:31:14,2025-12-14 17:46:30,0,100,915,1,2025-12-14 17:46:30,P1034,anonymous,EN,1,3,3,2,"1,6,7",3,2,"1,2,6",3,"1,2","1,2",1,4,3,3,1,1,1,Sometimes when working on certain homework problems I felt my self getting stuck on or left like I did incorrect. I would ask the virtual TA to provide me with steps only so I can attempt the problem again. If would also tell me to clarify certain concepts I did not understand to the fullest.,"The professor explained to us what was acceptable and not acceptable when using the AI tools but besides that I think we all have been taught in school what is acceptable when using tools for academic work and not. For example, we know that AI tools or any tool during exams is not acceptable or using the complete work from an online source or AI is also not acceptable. What I think AI is useful for is clearing up concepts you might not understand and providing steps on how you can complete a problem without giving you the actual work. It is also helpful when studying to provide you problems on the topic or even quizzing you on the subject."
2025-12-14 18:03:32,2025-12-14 18:12:30,0,100,537,1,2025-12-14 18:12:30,P3697,anonymous,EN,1,3,5,3,"1,3,6,7",2,1,1,1,4,5,1,"1,2",2,4,1,3,2,"When completing a SDOF problem, I asked the Chatbot to formulate the general solution in order to solve for max amplitude of vibration. Thus, the chatbot did not have the correct general solution for the problem, and instead prompted with guided conceptual questions, not analytical. Overall, it hindered my learning process and increased my stress. ","Using general intuition, one can tell if AI response is correct or incorrect. I never blindly rely on AI answers, and always check problem parameters and ask AI to justify answers, so I can personally confirm the solution/output is correct. "
2025-12-14 17:47:48,2025-12-14 18:15:46,0,100,1677,1,2025-12-14 18:15:46,P7783,anonymous,EN,1,3,3,3,"1,2,3",1,5,9,1,4,5,1,1,4,4,4,2,2,"One specific moment when I used the Virtual TA was while working on a vibrations homework problem involving system equations and response calculations. I asked the chatbot to walk me through the solution step by step so I could understand the process. While it did provide an answer, the explanation felt too general and did not clearly connect the equations to the physical meaning of the vibration system. Because of this, I found myself more confused and had to rely on my notes and lecture examples instead. That experience made me use the Virtual TA less frequently and focus more on traditional study resources like lectures, homework solutions, and discussions with classmates.","I decide what is acceptable versus unacceptable use of AI tools based on whether the tool is helping me understand the material or doing the work for me. I see acceptable use as asking for conceptual explanations, clarification of equations, or help understanding steps after I have already attempted the problem myself. Unacceptable use, in my view, would be relying on AI to generate full homework solutions or answers without understanding the reasoning, since that defeats the purpose of learning the material. One challenge in making this decision is that AI responses can sometimes look correct but skip important assumptions or physical interpretations, which makes it harder to trust them for technical courses like vibrations. Because of this, I mainly rely on lectures, notes, and examples, and only use AI as a secondary tool for clarification."
2025-12-14 18:33:12,2025-12-14 18:35:00,0,100,108,1,2025-12-14 18:35:01,P6759,anonymous,EN,1,3,3,4,"1,2,7,8",2,3,"1,6",2,1,2,2,1,2,4,4,2,3,,
2025-12-14 18:35:27,2025-12-14 18:36:17,0,100,49,1,2025-12-14 18:36:17,P9825,anonymous,EN,1,,,,,,,,,,,,,,,,,,,
2025-12-14 18:25:17,2025-12-14 18:36:27,0,100,669,1,2025-12-14 18:36:27,P1239,anonymous,EN,1,3,2,2,"1,8",2,1,"1,2,3",3,2,2,1,1,1,3,4,2,3,"At the beginning of the course I was confused on what a damped, underdamped, etc system was. I asked the Virtual Ta and it helped me understand what it was and how it works. ","Acceptable use: Using AI tools to clarify a topic or create practice problems that guide you in order to achieve the correct solution.

Unacceptable: Using Al to get answers on assignments without trying it on your own and just copying the AI's work. "
2025-12-14 18:38:56,2025-12-14 18:41:55,0,100,178,1,2025-12-14 18:41:55,P2575,anonymous,EN,1,3,3,3,"5,8",3,2,"1,8",3,"1,2,3","2,3",3,1,1,4,4,1,3,For clarification on the topic in the labs,
